id,numeroRNT,vencimientoRNT,registroSuperTur,categoria,direccion,horaApertura,horaCierre,tiempoMinimo,gananciaAnioActual,gananciaAnioCorrido
-nbrealeynh,0455688265,2022-06-24,770-61-5231,APARTAMENTO,049 Old Shore Road,15:27,17:37,24,60948,4966
-hrivettao,3227249820,2022-09-06,103-94-2107,P_NATURAL,81 Utah Circle,12:38,0:26,24,25357,25174
-frogieriy,0142740993,2019-09-14,310-48-6004,VIVIENDA_U,8477 Reindahl Street,18:19,3:54,11,76433,14869
-mbeethamh9,2596433583,2022-03-05,217-21-4401,APARTAMENTO,9 Sugar Plaza,7:49,3:52,15,25171,28410
-jlindbergg8,1000598438,2021-05-17,827-66-3805,VIVIENDA_U,8 Northfield Hill,7:35,8:22,17,63684,32348
-oeminsond,0769345085,2023-06-28,564-31-1120,VIVIENDA_U,422 Prairieview Way,16:46,15:56,21,24277,15130
-lcastellone5f,9355577664,2021-09-02,845-53-9906,VIVIENDA_U,015 Beilfuss Drive,8:37,9:58,9,24243,20363
-ccorried6,0261251767,2020-03-30,447-33-2212,HOSTAL,946 Holmberg Street,19:19,4:52,16,33405,89163
-sgivesoi,6605397096,2023-05-10,515-40-7334,HOTEL,1434 Esch Way,4:22,15:16,27,71723,78008
-mofearguise6,0087163195,2024-03-30,567-06-5217,HOTEL,34 Vahlen Place,12:21,18:05,3,20272,65040
-prussan7p,9356343403,2020-04-16,250-73-0980,HOSTAL,840 Pierstorff Parkway,18:21,22:20,22,98529,5436
-ccharltonm7,4252758629,2024-06-11,886-49-8405,VECINOS,76 Sheridan Junction,8:22,21:59,28,51075,66850
-rearleaz,7136101786,2023-03-14,892-90-7389,P_NATURAL,831 Pearson Way,13:29,8:58,19,56196,67276
-kbratleyjp,3137547792,2019-12-17,237-54-6252,APARTAMENTO,8 Stuart Avenue,18:33,2:36,21,30213,47521
-bpeponj0,4263102347,2023-04-07,190-17-8481,HOSTAL,109 Fallview Hill,0:41,13:10,11,52436,59043
-bkarslakel0,4369073219,2019-07-16,637-72-2385,HOTEL,9 Dahle Avenue,14:12,11:13,4,98085,45470
-moleahye9,6356334754,2020-11-08,553-68-5049,HOTEL,14483 Southridge Parkway,10:18,18:39,21,36332,2873
-rhriinchenko4v,2728240515,2024-05-01,678-17-3516,VECINOS,86 Victoria Junction,9:02,2:25,18,90159,18289
-hmclelland7j,2717281797,2022-01-20,678-63-4304,VIVIENDA_U,137 Ohio Hill,7:17,22:34,12,24793,71599
-obellengerit,8253157908,2025-03-10,416-33-4441,HOTEL,3 Morningstar Parkway,17:13,18:17,26,14906,89042
-mleadbeater48,3612040561,2020-03-28,103-64-9760,HOTEL,459 Mosinee Point,11:37,20:53,2,59589,53499
-mmenichino5u,9900681754,2021-10-05,894-65-4809,VECINOS,63 Forest Dale Park,13:36,6:36,12,80297,40423
-dsuttle8c,9883825951,2019-10-13,416-66-9388,APARTAMENTO,4 School Road,6:56,14:26,10,99898,94451
-dblazevich,1828935875,2022-04-02,810-43-1285,VECINOS,485 Northfield Hill,6:04,14:49,13,90175,28255
-kgladwinkh,1986809110,2019-06-26,480-20-7112,VECINOS,54303 Armistice Crossing,8:41,7:45,24,22879,62011
-wsalazarql,6557501003,2019-08-05,740-28-9678,VECINOS,4559 Buell Hill,21:53,15:56,14,4130,51855
-pambrogioni8z,8129235196,2024-10-08,311-45-6900,VECINOS,75 Charing Cross Avenue,20:56,7:35,5,16206,46183
-seblen4,5283853403,2023-02-01,249-98-1790,HOTEL,344 Sloan Plaza,4:22,12:37,6,59886,46008
-nhesey1t,0109288157,2024-12-14,885-46-4025,APARTAMENTO,763 Crowley Terrace,14:08,2:58,28,15812,95575
-fcluet5w,7014940074,2022-09-22,423-61-8300,HOSTAL,65 Stone Corner Way,6:16,10:26,28,7546,55404
-ncholton12,2461099294,2024-11-10,721-65-4660,P_NATURAL,320 Caliangt Pass,14:32,0:12,11,21587,3409
-sbizzeyar,2983620107,2021-10-29,418-80-2012,VIVIENDA_U,0685 Sundown Hill,2:01,18:24,11,1621,159
-bwordsleyi6,0045269920,2021-09-08,824-36-4230,HOSTAL,7049 Bluejay Junction,22:59,15:43,16,65539,63010
-vkepeb7,8949449218,2023-04-11,742-42-1355,HOSTAL,6 Oxford Circle,10:38,23:56,19,31704,14779
-jkimblingw,9971345536,2022-08-02,403-82-1233,VIVIENDA_U,2161 Shelley Parkway,10:15,17:19,11,4939,45916
-cziebarte7,4270969989,2023-04-12,417-98-8529,APARTAMENTO,18 Menomonie Point,4:06,22:22,29,52715,93258
-egarawayfz,2403315826,2021-06-21,511-35-4372,VIVIENDA_U,60309 Hooker Alley,17:15,17:10,7,33862,59426
-lcurm7b,8728832612,2024-07-30,826-38-7784,HOSTAL,6 Superior Terrace,1:05,8:03,21,51345,17859
-ggaythorf6,4800479274,2021-09-22,425-59-5318,P_NATURAL,81224 Boyd Junction,6:17,19:14,26,29725,31326
-tspandleyqu,7294448906,2022-06-08,892-23-3877,HOSTAL,8 Transport Court,4:43,11:26,25,50331,90022
-nmeardonpp,1716355753,2022-09-02,769-18-2863,VECINOS,2981 Amoth Street,18:23,20:48,15,65307,68501
-gsmallpieceqv,3635159891,2023-06-05,349-54-6759,HOSTAL,930 Clyde Gallagher Park,21:47,20:24,7,48995,75012
-echettleez,6608818939,2024-01-15,667-96-7227,HOSTAL,5 American Parkway,11:31,3:20,27,44831,63893
-cclawdi,4881687441,2022-08-11,203-12-5290,VECINOS,671 Glendale Center,16:41,14:20,26,99290,42978
-lgaineofengland9e,8590553841,2020-08-17,124-20-6772,HOTEL,015 Charing Cross Place,9:43,8:12,10,69705,84239
-dmerrydewi5,6531883804,2022-05-28,797-24-5536,P_NATURAL,886 Katie Court,19:17,6:11,26,99518,89133
-jcoalbranmq,4567233697,2022-11-10,621-37-5153,HOSTAL,750 Main Circle,0:56,2:10,14,69653,22244
-wfarman29,2271706084,2022-06-23,583-97-9931,HOTEL,3 Elmside Center,0:51,6:32,9,7509,18069
-cmantione7v,7697485656,2021-02-23,334-64-5174,HOTEL,8782 Mitchell Road,22:18,16:38,19,24489,40970
-walcott5k,1915976820,2020-11-02,135-18-1571,APARTAMENTO,3175 Kinsman Center,21:53,11:21,23,68902,96332
-blorenzin7m,8434332590,2020-03-09,706-97-8711,VIVIENDA_U,3392 Westridge Alley,0:41,15:09,14,4263,74141
-gbluschkeqo,2258616301,2022-01-27,485-89-6144,APARTAMENTO,33 Bartelt Point,20:35,3:04,10,51934,51626
-mrobertazzilf,4539713396,2023-12-05,673-79-6592,VIVIENDA_U,96 Stephen Road,23:54,12:59,1,42780,68274
-cwhetsonqx,2546072110,2019-12-22,642-72-1947,APARTAMENTO,48677 Daystar Avenue,21:04,7:29,12,7994,39868
-scastellab9,2215872373,2020-07-30,673-05-7097,VIVIENDA_U,5514 Maple Wood Way,13:04,19:09,20,46154,35449
-rmacallaster10,6240227951,2023-12-03,892-89-6509,P_NATURAL,27 Old Shore Plaza,21:00,21:03,22,66087,60340
-smatzelq,1888684275,2021-04-26,466-98-7335,APARTAMENTO,6619 Fulton Circle,3:25,8:43,28,6172,883
-tmandresmt,4075381587,2023-05-10,239-64-5851,VECINOS,6404 Chive Circle,1:44,6:09,26,34299,60633
-hkubikkf,4480561099,2022-12-02,347-83-4738,HOTEL,07 Shoshone Park,13:07,5:19,26,54313,7903
-nassanten7,6481043301,2020-03-22,791-87-8203,HOSTAL,394 Village Green Lane,22:25,13:54,9,3735,67634
-mporcasav,3866722516,2019-09-29,667-50-3946,P_NATURAL,95257 Meadow Valley Parkway,0:49,12:44,25,40805,25237
-ainnotfo,5989464126,2024-12-07,480-13-0935,APARTAMENTO,9564 Park Meadow Crossing,1:46,2:09,19,80825,87771
-kstlouis4d,7899635527,2025-04-22,143-49-4662,VIVIENDA_U,16590 Norway Maple Hill,15:09,0:30,20,80414,83804
-gflecknellpx,6953471824,2022-05-23,773-93-7679,APARTAMENTO,8 Tomscot Pass,7:58,5:11,19,93592,23419
-cscudderp3,8647660676,2024-06-06,223-69-9226,HOTEL,5 Kenwood Way,15:35,3:37,19,55295,67431
-kswanwick8o,9231166883,2023-03-07,476-02-2040,VECINOS,15 Clarendon Center,4:28,0:39,21,22684,88495
-rwandsil,0100422306,2023-09-06,538-51-1581,VECINOS,3644 Hallows Terrace,21:11,7:35,1,78712,61892
-rmacallaster10,1444643290,2019-07-17,685-06-8912,P_NATURAL,95 Declaration Plaza,23:14,3:18,29,40035,83894
-bsandlandkq,0202245098,2021-11-14,245-99-6411,HOSTAL,834 Ohio Parkway,9:28,8:55,22,22872,93313
-asiebertpg,2894864841,2020-07-13,856-09-1964,VIVIENDA_U,734 Trailsway Pass,7:47,9:23,11,19273,92070
-ldurnelldl,5668593754,2019-11-07,580-48-0104,VIVIENDA_U,988 Kim Hill,21:25,15:14,7,90210,34643
-rodoghertyqs,1713388774,2019-07-20,330-65-2463,APARTAMENTO,37 Barnett Place,22:31,5:52,11,49555,52655
-spoynzerrk,5723584855,2023-09-12,510-99-2478,P_NATURAL,1 Anniversary Court,19:35,14:59,4,17831,8430
-twhyberdpq,1787907953,2024-09-26,212-98-6509,HOTEL,8889 New Castle Drive,18:44,15:23,4,52367,69689
-ptribellab,1243999594,2019-08-06,631-51-5392,VIVIENDA_U,7 Sundown Junction,23:31,21:37,2,38726,48770
-ftreleavenly,3629409261,2022-11-27,158-86-0790,HOTEL,7723 Swallow Lane,4:38,18:51,11,23111,75378
-efrankowskiqy,1289301824,2024-08-20,680-79-8916,VECINOS,03 Northview Street,10:36,15:37,2,88072,66298
-jyouseff5,8185538239,2021-07-01,685-60-8274,HOTEL,664 Jackson Place,23:10,11:31,12,3528,97006
-mwinfieldc0,3500978002,2022-06-17,598-27-7060,APARTAMENTO,4 Surrey Court,11:39,19:17,6,78999,82201
-wrushforthbc,1885257643,2021-05-19,614-51-1015,HOSTAL,31484 Meadow Vale Terrace,14:24,14:47,13,85516,1246
-rellcockk8,5728159214,2024-05-24,106-62-7901,VIVIENDA_U,0 5th Alley,2:03,12:36,2,42870,62981
-jlawrenceson3k,9501379876,2023-01-27,651-08-0161,HOSTAL,7568 Meadow Vale Court,17:18,16:26,16,6558,64318
-wmurcott6g,3356917838,2024-06-25,464-82-5547,VIVIENDA_U,3667 Mayer Circle,17:53,7:56,5,25753,47064
-cambrosics,6272060416,2023-07-12,437-48-6125,VECINOS,2 Susan Park,2:06,3:40,23,51246,3521
-slisle79,3058023081,2021-03-20,518-90-5417,APARTAMENTO,080 Emmet Circle,17:13,6:09,24,7627,80297
-ptippelljb,6783069052,2019-07-05,402-48-2563,VECINOS,2 Fieldstone Alley,5:27,4:09,23,38634,210
-prussan7p,2899381326,2020-07-21,548-68-8542,P_NATURAL,69988 Sherman Place,20:38,8:08,25,62218,77579
-hjanaszkiewicz5m,2288156309,2020-07-18,513-29-0816,APARTAMENTO,03114 Kingsford Road,0:05,2:47,23,29606,2783
-gbromage6t,4832765655,2024-06-25,783-56-9898,APARTAMENTO,0925 Messerschmidt Place,13:34,22:20,12,8676,15732
-atriebnerbt,8233201081,2020-07-01,276-39-3458,APARTAMENTO,03896 Kennedy Point,19:40,3:53,26,39888,5987
-hoclearyhf,1503903648,2024-07-07,454-54-0543,VECINOS,3 Monument Crossing,13:46,0:01,26,76312,68788
-sdearei7,6827506967,2021-01-12,449-54-5674,VIVIENDA_U,9161 Pond Place,20:18,21:36,7,26266,56544
-thart5v,0875583148,2022-10-11,116-15-8744,HOSTAL,76 Schiller Pass,21:27,11:55,27,40642,32454
-gtaftgj,6482993559,2023-06-18,412-18-7347,P_NATURAL,81 Heffernan Street,19:32,13:00,29,19592,14301
-jspiergg,5369357331,2020-07-18,142-96-5659,P_NATURAL,248 Waubesa Place,20:38,2:05,2,42087,50683
-balvinq3,6239749362,2024-12-06,763-33-7030,HOTEL,68853 Dunning Avenue,0:35,21:26,4,18213,70842
-cborrott3j,2636413448,2022-04-09,845-14-8465,HOSTAL,9003 Weeping Birch Junction,4:01,21:07,10,41546,27317
-dbrewertonqq,6245666236,2021-07-19,215-62-0444,APARTAMENTO,512 Maple Wood Junction,7:18,18:15,21,56699,93337
-jzecchii3y,0987109286,2023-05-13,593-19-2316,P_NATURAL,9 Hudson Pass,5:47,12:25,15,63602,47942
-bsandlandkq,7129001135,2024-01-14,346-52-8983,HOTEL,7 Bartillon Alley,15:26,20:06,8,34444,35870
-acrimpe3g,2368752919,2021-01-29,603-63-9792,HOSTAL,3576 Vernon Lane,5:18,19:22,7,9205,11135
-mhelliker7u,2004049626,2019-10-19,787-77-3707,HOTEL,24204 Kinsman Crossing,17:12,3:12,13,95412,22116
-jrivelon81,4176409363,2019-06-17,681-20-2018,VECINOS,02524 Tennyson Hill,14:28,8:10,4,29642,37122
-bblameyp0,5378022339,2020-07-09,832-62-1598,HOSTAL,57237 Artisan Court,4:31,10:48,18,66862,55696
-swhorallfl,5931454071,2019-08-25,399-76-7375,P_NATURAL,19661 Gerald Parkway,21:58,3:57,18,13993,42089
-rlashamqb,5815693421,2024-05-09,853-23-2355,VECINOS,915 Buhler Street,14:56,23:07,12,9297,71754
-nbohmannt,4805967013,2022-05-29,689-50-2759,VECINOS,77 Gale Street,20:49,23:48,29,8316,635
-kvannuccir4,5337627503,2022-06-01,322-40-7421,HOTEL,70 Hooker Parkway,14:45,3:13,24,61429,29804
-mgissop8x,9966039708,2024-04-05,112-63-3875,HOSTAL,9 Alpine Drive,3:07,3:12,10,17220,77680
-flavarack46,7408964541,2021-09-15,448-72-6176,APARTAMENTO,62 Dixon Terrace,10:08,15:42,21,19090,22618
-gsmallpieceqv,7833816264,2020-07-26,691-19-7777,HOTEL,4 Blaine Plaza,15:53,19:09,5,95468,8289
-aclaphambb,4694285262,2024-03-12,716-66-8774,HOTEL,693 Iowa Street,20:17,16:58,14,90347,5744
-mshillingtonnj,2514862566,2025-05-10,501-33-4139,HOSTAL,5015 Straubel Lane,10:19,10:51,27,7090,3651
-cdewickepk,4017537375,2019-07-25,270-09-2169,VIVIENDA_U,63656 Cambridge Avenue,15:58,2:34,23,47412,95667
-omccawley4u,5051217990,2022-08-07,136-96-8448,HOTEL,7904 Sugar Circle,20:31,15:26,19,96265,94049
-ltraversm2,6543682655,2024-02-07,714-19-5315,HOSTAL,6 Bunting Street,21:34,3:08,6,80761,10724
-pcaillouak,6239410942,2025-02-03,183-84-9434,P_NATURAL,4 Westerfield Crossing,11:19,1:22,6,21705,12383
-mpusillff,6434652178,2022-11-29,487-80-9764,P_NATURAL,26877 Springview Plaza,21:22,3:46,15,64890,77220
-ehamnetmu,2905159138,2019-12-18,502-10-5439,HOSTAL,656 Farragut Place,0:41,3:53,8,80524,9191
-mbabek1,0538277750,2022-11-12,799-64-3940,VECINOS,265 Lien Drive,10:16,15:55,23,26454,18654
-gsolowayjc,5494510832,2023-02-17,567-73-0093,P_NATURAL,232 Lillian Court,5:08,0:00,15,51909,45574
-cklyner14,2815246619,2025-05-19,341-86-0873,VECINOS,8 Fair Oaks Pass,14:00,20:42,19,56395,41383
-coboyle5y,4962030361,2023-09-19,623-56-6589,P_NATURAL,3580 Granby Trail,19:13,7:40,14,8754,23253
-nmityushinre,3085823077,2022-09-30,596-67-4243,APARTAMENTO,665 Debra Road,17:31,11:37,9,67202,84719
-apinchenf,4538342319,2024-03-28,846-89-0330,VECINOS,7 Saint Paul Junction,19:35,18:53,8,99603,81746
-bnickolshr,7801690362,2022-11-13,587-77-6679,APARTAMENTO,6 Katie Alley,1:08,20:58,5,5622,82519
-coboyle5y,6012997310,2022-03-15,503-23-9287,APARTAMENTO,994 Merry Court,1:45,21:45,14,71849,12343
-jfernezcy,5071386402,2023-08-21,677-65-0795,APARTAMENTO,581 Village Green Junction,20:35,22:23,20,28987,40499
-lgambrell1o,8563652095,2024-02-08,450-09-5879,APARTAMENTO,34285 Larry Hill,3:21,17:48,17,51142,62311
-dsiemianowiczih,7593524663,2022-11-01,518-78-1342,APARTAMENTO,090 Cascade Point,20:02,22:30,23,48830,30453
-cantuk3p,1405565195,2024-05-23,898-96-8857,APARTAMENTO,10 Gateway Park,6:06,0:13,1,53680,46163
-wcribbottqj,2581655941,2023-08-17,186-64-0565,HOTEL,422 Elka Place,3:21,10:35,15,28312,96478
-frojashh,8234943421,2020-02-14,596-13-9686,VIVIENDA_U,91 Tennessee Avenue,17:49,0:30,18,18854,81456
-abaynonkw,2718051671,2023-04-01,422-97-1185,VECINOS,06 3rd Terrace,3:26,8:50,20,2427,77276
-lphilliphsji,1914193156,2020-11-16,249-20-8965,HOTEL,9 Rockefeller Way,17:29,22:37,1,1851,80985
-ehightown96,5103964090,2020-06-04,767-61-5425,VECINOS,7 Melrose Circle,23:14,11:56,27,34808,85234
-apawelskinz,9388012461,2021-02-27,892-11-3762,HOSTAL,8606 Iowa Hill,2:53,14:47,11,10807,28160
-igarda4,5779495548,2020-04-06,745-04-5138,P_NATURAL,60 Helena Alley,13:04,8:02,7,60430,17028
-gstorerqz,1325597988,2024-03-01,333-08-1980,HOTEL,2 Southridge Court,13:51,10:24,13,43051,72671
-fgallihaulk3b,1585220914,2023-05-30,832-39-3828,VECINOS,5 Lien Court,13:05,11:55,10,69700,75580
-egarawayfz,9359864242,2022-07-20,569-93-6102,P_NATURAL,2 Aberg Place,1:23,23:52,29,4769,56146
-sdreamer34,2760655911,2022-09-07,740-78-9298,P_NATURAL,9797 Hallows Alley,21:52,3:35,15,33758,20186
-gbarthotfe,8655365130,2022-01-31,533-05-0412,HOTEL,8 Dwight Crossing,13:55,17:51,12,12463,9900
-iclaissep8,8767644074,2021-04-17,873-04-2836,APARTAMENTO,72445 2nd Pass,23:56,5:31,15,50257,9750
-jquarryf3,0232123764,2024-10-14,123-40-7344,P_NATURAL,0 Manley Center,17:24,10:30,28,17519,9410
-pcruessns,4180988453,2023-02-12,302-22-7137,VECINOS,69 Chive Crossing,10:48,1:32,12,32934,65717
-ibuschkz,1417695501,2022-05-15,145-19-8843,P_NATURAL,42 Dwight Center,12:49,23:06,2,68350,94505
-cbrennekej9,6292646904,2024-08-06,268-19-6627,VIVIENDA_U,123 Autumn Leaf Road,17:39,12:41,4,54831,51299
-apetrellog1,0583696996,2023-09-09,561-90-4673,APARTAMENTO,01 Shelley Terrace,2:12,8:47,28,38060,7085
-adanbrook50,4425415310,2022-02-07,232-59-0394,VECINOS,9 Bayside Way,13:30,18:59,5,45642,35577
-vbernuzzi19,0229271995,2024-02-29,105-24-2518,VECINOS,3063 Carey Pass,5:36,3:32,20,50891,61099
-hkubikkf,3447829990,2019-12-12,712-43-4015,P_NATURAL,442 Hooker Crossing,12:00,8:13,14,87471,54365
-mhordle72,0721895670,2021-09-20,314-41-5359,P_NATURAL,3106 Bashford Hill,8:06,8:59,16,68779,50685
-qmcginnellow,3512797741,2021-08-30,649-13-8009,HOTEL,4 Meadow Vale Circle,12:52,13:06,10,76823,70251
-bnalderqe,5313109340,2019-09-17,223-22-3062,P_NATURAL,85 Fisk Alley,5:57,5:15,1,23150,95835
-chacaudms,0472315919,2023-03-28,873-61-4240,HOTEL,39 Shasta Circle,3:26,12:56,7,67114,95172
-ekennewaybf,3793548023,2024-12-24,499-35-0053,HOTEL,291 Crownhardt Avenue,9:21,17:37,4,91770,78922
-imowsley3,8995846046,2025-03-04,554-18-4912,APARTAMENTO,28276 Dawn Parkway,11:50,14:08,29,95333,78431
-rearleaz,7854449600,2021-02-21,181-40-8955,HOSTAL,66 Butterfield Plaza,14:33,18:42,9,88582,49242
-pmatyashevkl,9291037729,2019-10-15,212-63-4005,VECINOS,805 Grasskamp Crossing,21:31,5:46,18,35540,84925
-amonroeki,2604121158,2024-03-04,220-91-7144,APARTAMENTO,1096 Fallview Parkway,21:37,15:49,6,30139,47144
-ppruvostqw,8674837115,2023-01-09,780-69-5875,HOTEL,6172 Burning Wood Trail,10:16,3:48,13,80998,67677
-pclellandfp,6373043940,2023-06-20,185-41-9119,P_NATURAL,7961 Lukken Parkway,19:22,15:30,5,85263,56130
-ctaylder27,5888965456,2025-03-04,596-10-7174,HOSTAL,3180 Manley Circle,7:44,13:35,16,97502,53884
-ayarntonmh,1280433345,2021-03-07,318-29-6388,P_NATURAL,70296 Hansons Center,8:04,0:02,8,73374,97087
-eruskefj,2286499551,2022-11-07,286-38-6957,APARTAMENTO,3727 Dovetail Plaza,7:14,12:13,25,51387,98600
-couletlz,1920588965,2021-08-24,140-70-5039,VECINOS,9011 Forest Run Terrace,18:43,2:41,22,2194,57825
-astanion60,1118922670,2020-03-28,475-13-7764,HOTEL,3043 Browning Circle,16:09,7:18,29,50449,58242
-ctuffreyfu,8874688687,2020-05-11,730-91-5553,VIVIENDA_U,994 Ramsey Street,20:16,9:15,24,82259,49069
-bpeponj0,8820276062,2023-11-27,341-92-4973,HOSTAL,6827 Warner Road,2:57,16:14,1,34242,75842
-miacomettii4i,2425884432,2024-05-27,892-94-9675,P_NATURAL,91 Superior Center,10:13,12:50,26,45571,23886
-jgullberg2y,9426452796,2024-03-08,721-10-2460,APARTAMENTO,787 International Center,5:50,13:42,7,89697,36616
-rtordiffegf,3476169901,2023-11-27,636-97-7929,HOSTAL,4 Sauthoff Plaza,14:25,10:01,5,20560,97793
-gpaschokm,9394751416,2021-08-02,704-55-8036,HOSTAL,7 Armistice Crossing,17:18,20:19,29,93854,50138
-raaronson3v,5289731040,2019-08-20,322-46-9595,VIVIENDA_U,9611 Stang Court,17:01,6:58,11,26171,8910
-ecrebottr1,6877998871,2023-03-05,415-39-2158,HOTEL,045 Novick Court,14:41,14:04,14,79007,6142
-dcompstonbn,8513667943,2024-10-13,113-98-7943,VECINOS,8395 Lakeland Pass,18:49,19:06,1,86537,17538
-rblackstoner3,5416309458,2024-09-08,881-43-6610,VECINOS,23009 Bay Plaza,17:17,6:26,7,6031,21637
-omccawley4u,9434509939,2021-08-12,389-55-2730,APARTAMENTO,391 Hoepker Pass,15:17,0:21,23,95817,33916
-bwordsleyi6,9121494711,2022-08-24,640-59-0451,APARTAMENTO,66 Toban Circle,14:45,20:44,27,21585,60907
-cclawdi,0987773887,2020-08-01,750-23-0035,VIVIENDA_U,93 Melrose Street,17:45,11:14,12,16281,73940
-fredgateo1,4066511430,2025-03-11,840-70-8733,HOSTAL,1832 Farragut Crossing,0:08,10:07,16,89238,93319
-msmeethfc,3510365259,2021-07-07,614-73-6092,HOSTAL,0514 Oneill Crossing,10:08,19:15,18,1913,84558
-yverdyx,3688361016,2024-07-27,554-63-5407,APARTAMENTO,18446 Eastwood Circle,0:47,14:21,17,21801,77787
-bsparkslc,5261891353,2022-11-01,246-71-9744,VECINOS,394 Straubel Pass,16:07,19:04,20,89811,22115
-bsimcock1u,3422094520,2024-12-25,467-25-6898,HOTEL,90892 Muir Circle,12:52,11:31,9,70377,69621
-kdoyly1y,2621761038,2023-04-29,628-77-8675,P_NATURAL,901 Clyde Gallagher Circle,6:24,21:09,21,69194,56525
-imowsley3,5831538672,2021-12-19,398-50-9971,APARTAMENTO,5128 Eastwood Alley,15:04,5:58,7,99370,54915
-crichthd,8010686379,2024-04-26,569-48-9573,HOSTAL,049 Meadow Ridge Park,6:18,18:26,13,50271,26022
-hnewellk5,9437312680,2020-02-10,444-18-6180,APARTAMENTO,53204 Evergreen Terrace,9:27,6:15,26,41847,81120
-kogilbyl3,9294730816,2022-12-29,412-07-6632,HOSTAL,07 Portage Pass,11:42,4:29,18,35455,71357
-kstuckeyfw,0331143097,2020-04-28,151-68-8738,VIVIENDA_U,02 Cody Road,19:53,13:40,21,87628,34175
-acricket15,8435291006,2025-03-13,894-93-5682,VIVIENDA_U,3459 Crownhardt Trail,12:23,18:59,27,43502,41955
-adupeym4,4915562190,2020-07-11,489-79-1905,VIVIENDA_U,493 Sycamore Plaza,8:21,10:44,23,13897,79975
-mgissop8x,7464884558,2021-03-03,156-50-3723,APARTAMENTO,7 Helena Point,19:44,2:03,9,76163,23241
-ekennewaybf,5907747277,2021-09-17,149-04-4229,VIVIENDA_U,88595 Algoma Crossing,5:00,13:45,3,56195,10648
-ulovatt9g,0908549288,2020-04-16,539-10-8836,VIVIENDA_U,5430 Waubesa Trail,12:26,3:52,14,45799,96598
-rearleaz,3251742329,2020-07-07,813-02-5891,P_NATURAL,3 Summit Circle,11:27,6:31,23,71968,14381
-gklempke9s,9872292914,2019-08-12,757-07-9987,HOSTAL,8224 Vernon Court,0:52,20:11,3,13898,54257
-vyerrill8p,7074246166,2020-08-11,863-93-6633,APARTAMENTO,99251 Transport Circle,14:12,20:41,5,3197,25946
-hoclearyhf,9147774975,2019-09-19,311-58-4935,VECINOS,36 Saint Paul Crossing,13:46,9:08,17,59348,84703
-fwardlawjm,5491641626,2024-06-10,668-45-5832,VECINOS,3 Pine View Center,5:08,12:07,3,23054,63761
-eashcroftby,7978423042,2023-10-19,588-73-4732,VIVIENDA_U,04 Burrows Drive,15:25,4:35,23,9066,82444
-tbertheleta8,5725458881,2024-04-04,601-10-7501,APARTAMENTO,91954 Del Sol Avenue,6:44,17:18,28,81378,27346
-zfilpia5,2004397098,2024-12-29,365-65-4315,P_NATURAL,9 Pepper Wood Court,21:04,3:59,2,47073,22425
-roxendeno8,0407229132,2024-05-25,820-71-5050,VECINOS,6928 Sutherland Park,1:07,6:25,1,33596,59911
-bbywater94,2012847692,2023-03-08,605-81-1340,HOTEL,19 Northwestern Trail,2:46,10:09,25,924,1507
-cfookes5j,2877491757,2024-07-07,506-85-8659,APARTAMENTO,20128 Kropf Hill,7:57,23:41,29,37868,83881
-crapport70,0462414329,2020-08-27,671-80-0273,HOSTAL,5 Dahle Circle,3:56,13:10,24,27657,17052
-mabbotts8b,7425856662,2022-02-25,775-56-5752,VECINOS,1 Ilene Alley,11:14,6:32,1,41261,84179
-bblameyp0,2285882394,2021-12-01,242-69-6920,P_NATURAL,7502 Chive Plaza,18:43,22:33,19,50658,75792
-mmatterdace6q,0513064958,2022-08-27,483-12-9138,HOTEL,77 Sommers Court,1:04,10:59,21,73676,38610
-amattamoo,4321081017,2022-06-06,191-48-4037,P_NATURAL,06160 Stuart Plaza,16:55,20:23,5,88871,22222
-bcrookall2a,2030993913,2020-11-09,581-31-1157,VIVIENDA_U,69887 Farmco Way,21:30,22:48,11,45831,79255
-cgiacomonimo,5562560798,2020-01-24,440-19-7184,HOTEL,8155 Weeping Birch Parkway,10:21,13:38,23,25174,31491
-blorenzin7m,8133618398,2019-08-08,870-72-3105,APARTAMENTO,3 Center Terrace,8:47,7:15,8,21886,34025
-gflecknellpx,6681623786,2021-06-26,764-94-7608,HOSTAL,2212 Carey Circle,14:19,12:44,14,7507,12824
-ndillicate68,5530973272,2023-02-05,236-47-6087,VECINOS,0597 Donald Center,19:57,3:55,12,36287,21618
-npollicotek4,6820052936,2025-03-05,507-53-5400,VECINOS,64 Butterfield Street,12:25,22:43,20,752,12711
-rellcockk8,7205723345,2022-08-21,891-69-3721,APARTAMENTO,0730 Towne Hill,15:20,20:01,27,35700,87071
-tdifrancescopu,0159302943,2024-07-15,641-83-6632,HOSTAL,70922 Granby Alley,10:18,22:07,12,8161,29405
-abarckeah,9536589060,2019-09-14,563-50-3696,P_NATURAL,45196 Delladonna Court,2:32,15:27,14,12322,12308
-bfernandezeh,8805987263,2022-03-03,143-74-1175,APARTAMENTO,51 Towne Park,10:33,12:52,27,21812,67891
-sdearei7,1435552121,2019-10-20,733-47-7538,VECINOS,754 Glacier Hill Parkway,5:00,4:18,10,54994,54902
-ntolemacherr,6884043881,2022-05-19,792-64-3317,VIVIENDA_U,66526 Pond Trail,3:56,21:16,18,52846,10439
-vbirts95,2291114352,2021-11-01,456-96-9779,HOSTAL,443 Cardinal Way,7:03,17:03,19,58657,11508
